unicode,gb2312,Chinese,stroke number
0x67DD,0xE8D8,柝,9
0x6800,0xE8D9,栀,9
0x67C3,0xE8DA,柃,9
0x67B8,0xE8DB,枸,9
0x67E2,0xE8DC,柢,9
0x680E,0xE8DD,栎,9
0x67C1,0xE8DE,柁,9
0x67FD,0xE8DF,柽,9
0x6832,0xE8E0,栲,10
0x6833,0xE8E1,栳,10
0x6860,0xE8E2,桠,10
0x6861,0xE8E3,桡,10
0x684E,0xE8E4,桎,10
0x6862,0xE8E5,桢,10
0x6844,0xE8E6,桄,10
0x6864,0xE8E7,桤,10
0x6883,0xE8E8,梃,10
0x681D,0xE8E9,栝,10
0x6855,0xE8EA,桕,10
0x6866,0xE8EB,桦,10
0x6841,0xE8EC,桁,10
0x6867,0xE8ED,桧,10
0x6840,0xE8EE,桀,10
0x683E,0xE8EF,栾,10
0x684A,0xE8F0,桊,10
0x6849,0xE8F1,桉,10
0x6829,0xE8F2,栩,10
0x68B5,0xE8F3,梵,11
0x688F,0xE8F4,梏,11
0x6874,0xE8F5,桴,11
0x6877,0xE8F6,桷,11
0x6893,0xE8F7,梓,11
0x686B,0xE8F8,桫,11
0x68C2,0xE8F9,棂,11
0x696E,0xE8FA,楮,12
0x68FC,0xE8FB,棼,12
0x691F,0xE8FC,椟,12
0x6920,0xE8FD,椠,12
0x68F9,0xE8FE,棹,12
0x6924,0xE9A1,椤,12
0x68F0,0xE9A2,棰,12
0x690B,0xE9A3,椋,12
0x6901,0xE9A4,椁,12
0x6957,0xE9A5,楗,12
0x68E3,0xE9A6,棣,12
0x6910,0xE9A7,椐,12
0x6971,0xE9A8,楱,13
0x6939,0xE9A9,椹,13
0x6960,0xE9AA,楠,13
0x6942,0xE9AB,楂,13
0x695D,0xE9AC,楝,13
0x6984,0xE9AD,榄,13
0x696B,0xE9AE,楫,13
0x6980,0xE9AF,榀,13
0x6998,0xE9B0,榘,13
0x6978,0xE9B1,楸,13
0x6934,0xE9B2,椴,13
0x69CC,0xE9B3,槌,13
0x6987,0xE9B4,榇,13
0x6988,0xE9B5,榈,13
0x69CE,0xE9B6,槎,13
0x6989,0xE9B7,榉,13
0x6966,0xE9B8,楦,13
0x6963,0xE9B9,楣,13
0x6979,0xE9BA,楹,13
0x699B,0xE9BB,榛,14
0x69A7,0xE9BC,榧,14
0x69BB,0xE9BD,榻,14
0x69AB,0xE9BE,榫,14
0x69AD,0xE9BF,榭,14
0x69D4,0xE9C0,槔,14
0x69B1,0xE9C1,榱,14
0x69C1,0xE9C2,槁,14
0x69CA,0xE9C3,槊,14
0x69DF,0xE9C4,槟,14
0x6995,0xE9C5,榕,14
0x69E0,0xE9C6,槠,14
0x698D,0xE9C7,榍,14
0x69FF,0xE9C8,槿,15
0x6A2F,0xE9C9,樯,15
0x69ED,0xE9CA,槭,15
0x6A17,0xE9CB,樗,15
0x6A18,0xE9CC,樘,15
0x6A65,0xE9CD,橥,15
0x69F2,0xE9CE,槲,15
0x6A44,0xE9CF,橄,15
0x6A3E,0xE9D0,樾,16
0x6AA0,0xE9D1,檠,16
0x6A50,0xE9D2,橐,16
0x6A5B,0xE9D3,橛,16
0x6A35,0xE9D4,樵,16
0x6A8E,0xE9D5,檎,16
0x6A79,0xE9D6,橹,16
0x6A3D,0xE9D7,樽,16
0x6A28,0xE9D8,樨,16
0x6A58,0xE9D9,橘,16
0x6A7C,0xE9DA,橼,16
0x6A91,0xE9DB,檑,17
0x6A90,0xE9DC,檐,17
0x6AA9,0xE9DD,檩,17
0x6A97,0xE9DE,檗,17
0x6AAB,0xE9DF,檫,18
0x7337,0xE9E0,猷,13
0x7352,0xE9E1,獒,14
0x6B81,0xE9E2,殁,8
0x6B82,0xE9E3,殂,9
0x6B87,0xE9E4,殇,9
0x6B84,0xE9E5,殄,9
0x6B92,0xE9E6,殒,11
0x6B93,0xE9E7,殓,11
0x6B8D,0xE9E8,殍,11
0x6B9A,0xE9E9,殚,12
0x6B9B,0xE9EA,殛,12
0x6BA1,0xE9EB,殡,14
0x6BAA,0xE9EC,殪,16
0x8F6B,0xE9ED,轫,7
0x8F6D,0xE9EE,轭,8
0x8F71,0xE9EF,轱,9
0x8F72,0xE9F0,轲,9
0x8F73,0xE9F1,轳,9
0x8F75,0xE9F2,轵,9
0x8F76,0xE9F3,轶,9
0x8F78,0xE9F4,轸,9
0x8F77,0xE9F5,轷,9
0x8F79,0xE9F6,轹,9
0x8F7A,0xE9F7,轺,9
0x8F7C,0xE9F8,轼,10
0x8F7E,0xE9F9,轾,10
0x8F81,0xE9FA,辁,10
0x8F82,0xE9FB,辂,10
0x8F84,0xE9FC,辄,11
0x8F87,0xE9FD,辇,12
0x8F8B,0xE9FE,辋,12
0x8F8D,0xEAA1,辍,12
0x8F8E,0xEAA2,辎,12
0x8F8F,0xEAA3,辏,13
0x8F98,0xEAA4,辘,15
0x8F9A,0xEAA5,辚,16
0x8ECE,0xEAA6,軎,10
0x620B,0xEAA7,戋,5
0x6217,0xEAA8,戗,8
0x621B,0xEAA9,戛,11
0x621F,0xEAAA,戟,12
0x6222,0xEAAB,戢,12
0x6221,0xEAAC,戡,13
0x6225,0xEAAD,戥,13
0x6224,0xEAAE,戤,13
0x622C,0xEAAF,戬,14
0x81E7,0xEAB0,臧,14
0x74EF,0xEAB1,瓯,8
0x74F4,0xEAB2,瓴,9
0x74FF,0xEAB3,瓿,12
0x750F,0xEAB4,甏,16
0x7511,0xEAB5,甑,16
0x7513,0xEAB6,甓,17
0x6534,0xEAB7,攴,4
0x65EE,0xEAB8,旮,6
0x65EF,0xEAB9,旯,6
0x65F0,0xEABA,旰,7
0x660A,0xEABB,昊,8
0x6619,0xEABC,昙,8
0x6772,0xEABD,杲,8
0x6603,0xEABE,昃,8
0x6615,0xEABF,昕,8
0x6600,0xEAC0,昀,8
0x7085,0xEAC1,炅,8
0x66F7,0xEAC2,曷,9
0x661D,0xEAC3,昝,9
0x6634,0xEAC4,昴,9
0x6631,0xEAC5,昱,9
0x6636,0xEAC6,昶,9
0x6635,0xEAC7,昵,9
0x8006,0xEAC8,耆,10
0x665F,0xEAC9,晟,10
0x6654,0xEACA,晔,10
0x6641,0xEACB,晁,10
0x664F,0xEACC,晏,10
0x6656,0xEACD,晖,10
0x6661,0xEACE,晡,11
0x6657,0xEACF,晗,11
0x6677,0xEAD0,晷,12
0x6684,0xEAD1,暄,13
0x668C,0xEAD2,暌,13
0x66A7,0xEAD3,暧,14
0x669D,0xEAD4,暝,14
0x66BE,0xEAD5,暾,16
0x66DB,0xEAD6,曛,18
0x66DC,0xEAD7,曜,18
0x66E6,0xEAD8,曦,20
0x66E9,0xEAD9,曩,21
0x8D32,0xEADA,贲,9
0x8D33,0xEADB,贳,9
0x8D36,0xEADC,贶,9
0x8D3B,0xEADD,贻,9
0x8D3D,0xEADE,贽,10
0x8D40,0xEADF,赀,10
0x8D45,0xEAE0,赅,10
0x8D46,0xEAE1,赆,10
0x8D48,0xEAE2,赈,11
0x8D49,0xEAE3,赉,11
0x8D47,0xEAE4,赇,11
0x8D4D,0xEAE5,赍,12
0x8D55,0xEAE6,赕,12
0x8D59,0xEAE7,赙,14
0x89C7,0xEAE8,觇,9
0x89CA,0xEAE9,觊,10
0x89CB,0xEAEA,觋,11
0x89CC,0xEAEB,觌,12
0x89CE,0xEAEC,觎,13
0x89CF,0xEAED,觏,14
0x89D0,0xEAEE,觐,15
0x89D1,0xEAEF,觑,15
0x726E,0xEAF0,牮,9
0x729F,0xEAF1,犟,13
0x725D,0xEAF2,牝,6
0x7266,0xEAF3,牦,8
0x726F,0xEAF4,牯,9
0x727E,0xEAF5,牾,11
0x727F,0xEAF6,牿,11
0x7284,0xEAF7,犄,12
0x728B,0xEAF8,犋,12
0x728D,0xEAF9,犍,12
0x728F,0xEAFA,犏,13
0x7292,0xEAFB,犒,14
0x6308,0xEAFC,挈,10
0x6332,0xEAFD,挲,11
0x63B0,0xEAFE,掰,12
0x643F,0xEBA1,搿,14
0x64D8,0xEBA2,擘,17
0x8004,0xEBA3,耄,10
0x6BEA,0xEBA4,毪,10
0x6BF3,0xEBA5,毳,12
0x6BFD,0xEBA6,毽,12
0x6BF5,0xEBA7,毵,12
0x6BF9,0xEBA8,毹,13
0x6C05,0xEBA9,氅,15
0x6C07,0xEBAA,氇,16
0x6C06,0xEBAB,氆,16
0x6C0D,0xEBAC,氍,22
0x6C15,0xEBAD,氕,5
0x6C18,0xEBAE,氘,6
0x6C19,0xEBAF,氙,7
0x6C1A,0xEBB0,氚,7
0x6C21,0xEBB1,氡,9
0x6C29,0xEBB2,氩,10
0x6C24,0xEBB3,氤,10
0x6C2A,0xEBB4,氪,11
0x6C32,0xEBB5,氲,13
0x6535,0xEBB6,攵,4
0x6555,0xEBB7,敕,11
0x656B,0xEBB8,敫,13
0x724D,0xEBB9,牍,12
0x7252,0xEBBA,牒,13
0x7256,0xEBBB,牖,15
0x7230,0xEBBC,爰,9
0x8662,0xEBBD,虢,15
0x5216,0xEBBE,刖,6
0x809F,0xEBBF,肟,7
0x809C,0xEBC0,肜,7
0x8093,0xEBC1,肓,7
0x80BC,0xEBC2,肼,8
0x670A,0xEBC3,朊,8
0x80BD,0xEBC4,肽,8
0x80B1,0xEBC5,肱,8
0x80AB,0xEBC6,肫,8
0x80AD,0xEBC7,肭,8
0x80B4,0xEBC8,肴,8
0x80B7,0xEBC9,肷,8
0x80E7,0xEBCA,胧,9
0x80E8,0xEBCB,胨,9
0x80E9,0xEBCC,胩,9
0x80EA,0xEBCD,胪,9
0x80DB,0xEBCE,胛,9
0x80C2,0xEBCF,胂,9
0x80C4,0xEBD0,胄,9
0x80D9,0xEBD1,胙,9
0x80CD,0xEBD2,胍,9
0x80D7,0xEBD3,胗,9
0x6710,0xEBD4,朐,9
0x80DD,0xEBD5,胝,9
0x80EB,0xEBD6,胫,9
0x80F1,0xEBD7,胱,10
0x80F4,0xEBD8,胴,10
0x80ED,0xEBD9,胭,10
0x810D,0xEBDA,脍,10
0x810E,0xEBDB,脎,10
0x80F2,0xEBDC,胲,10
0x80FC,0xEBDD,胼,10
0x6715,0xEBDE,朕,10
0x8112,0xEBDF,脒,10
0x8C5A,0xEBE0,豚,11
0x8136,0xEBE1,脶,11
0x811E,0xEBE2,脞,11
0x812C,0xEBE3,脬,11
0x8118,0xEBE4,脘,11
0x8132,0xEBE5,脲,11
0x8148,0xEBE6,腈,12
0x814C,0xEBE7,腌,12
0x8153,0xEBE8,腓,12
0x8174,0xEBE9,腴,12
0x8159,0xEBEA,腙,12
0x815A,0xEBEB,腚,12
0x8171,0xEBEC,腱,12
0x8160,0xEBED,腠,13
0x8169,0xEBEE,腩,13
0x817C,0xEBEF,腼,13
0x817D,0xEBF0,腽,13
0x816D,0xEBF1,腭,13
0x8167,0xEBF2,腧,13
0x584D,0xEBF3,塍,13
0x5AB5,0xEBF4,媵,13
0x8188,0xEBF5,膈,14
0x8182,0xEBF6,膂,14
0x8191,0xEBF7,膑,14
0x6ED5,0xEBF8,滕,15
0x81A3,0xEBF9,膣,15
0x81AA,0xEBFA,膪,16
0x81CC,0xEBFB,臌,17
0x6726,0xEBFC,朦,17
0x81CA,0xEBFD,臊,17
0x81BB,0xEBFE,膻,17
0x81C1,0xECA1,臁,17
0x81A6,0xECA2,膦,16
0x6B24,0xECA3,欤,7
0x6B37,0xECA4,欷,11
0x6B39,0xECA5,欹,12
0x6B43,0xECA6,歃,13
0x6B46,0xECA7,歆,13
0x6B59,0xECA8,歙,16
0x98D1,0xECA9,飑,9
0x98D2,0xECAA,飒,9
0x98D3,0xECAB,飓,12
0x98D5,0xECAC,飕,13
0x98D9,0xECAD,飙,16
0x98DA,0xECAE,飚,16
0x6BB3,0xECAF,殳,4
0x5F40,0xECB0,彀,13
0x6BC2,0xECB1,毂,13
0x89F3,0xECB2,觳,17
0x6590,0xECB3,斐,12
0x9F51,0xECB4,齑,15
0x6593,0xECB5,斓,16
0x65BC,0xECB6,於,8
0x65C6,0xECB7,旆,10
0x65C4,0xECB8,旄,10
0x65C3,0xECB9,旃,10
0x65CC,0xECBA,旌,11
0x65CE,0xECBB,旎,11
0x65D2,0xECBC,旒,13
0x65D6,0xECBD,旖,14
0x7080,0xECBE,炀,7
0x709C,0xECBF,炜,8
0x7096,0xECC0,炖,8
0x709D,0xECC1,炝,8
0x70BB,0xECC2,炻,9
0x70C0,0xECC3,烀,9
0x70B7,0xECC4,炷,9
0x70AB,0xECC5,炫,9
0x70B1,0xECC6,炱,9
0x70E8,0xECC7,烨,10
0x70CA,0xECC8,烊,10
0x7110,0xECC9,焐,11
0x7113,0xECCA,焓,11
0x7116,0xECCB,焖,11
0x712F,0xECCC,焯,12
0x7131,0xECCD,焱,12
0x7173,0xECCE,煳,13
0x715C,0xECCF,煜,13
0x7168,0xECD0,煨,13
0x7145,0xECD1,煅,13
0x7172,0xECD2,煲,13
0x714A,0xECD3,煊,13
0x7178,0xECD4,煸,13
0x717A,0xECD5,煺,13
0x7198,0xECD6,熘,14
0x71B3,0xECD7,熳,15
0x71B5,0xECD8,熵,15
0x71A8,0xECD9,熨,15
0x71A0,0xECDA,熠,15
0x71E0,0xECDB,燠,16
0x71D4,0xECDC,燔,16
0x71E7,0xECDD,燧,16
0x71F9,0xECDE,燹,18
0x721D,0xECDF,爝,21
0x7228,0xECE0,爨,30
0x706C,0xECE1,灬,4
0x7118,0xECE2,焘,11
0x7166,0xECE3,煦,13
0x71B9,0xECE4,熹,16
0x623E,0xECE5,戾,8
0x623D,0xECE6,戽,8
0x6243,0xECE7,扃,9
0x6248,0xECE8,扈,11
0x6249,0xECE9,扉,12
0x793B,0xECEA,礻,4
0x7940,0xECEB,祀,7
0x7946,0xECEC,祆,8
0x7949,0xECED,祉,8
0x795B,0xECEE,祛,9
0x795C,0xECEF,祜,9
0x7953,0xECF0,祓,9
0x795A,0xECF1,祚,9
0x7962,0xECF2,祢,9
0x7957,0xECF3,祗,9
0x7960,0xECF4,祠,9
0x796F,0xECF5,祯,10
0x7967,0xECF6,祧,10
0x797A,0xECF7,祺,12
0x7985,0xECF8,禅,12
0x798A,0xECF9,禊,13
0x799A,0xECFA,禚,14
0x79A7,0xECFB,禧,16
0x79B3,0xECFC,禳,21
0x5FD1,0xECFD,忑,7
0x5FD0,0xECFE,忐,7
0x603C,0xEDA1,怼,9
0x605D,0xEDA2,恝,10
0x605A,0xEDA3,恚,10
0x6067,0xEDA4,恧,10
0x6041,0xEDA5,恁,10
0x6059,0xEDA6,恙,10
0x6063,0xEDA7,恣,10
0x60AB,0xEDA8,悫,11
0x6106,0xEDA9,愆,13
0x610D,0xEDAA,愍,13
0x615D,0xEDAB,慝,14
0x61A9,0xEDAC,憩,16
0x619D,0xEDAD,憝,16
0x61CB,0xEDAE,懋,17
0x61D1,0xEDAF,懑,17
0x6206,0xEDB0,戆,24
0x8080,0xEDB1,肀,4
0x807F,0xEDB2,聿,6
0x6C93,0xEDB3,沓,8
0x6CF6,0xEDB4,泶,9
0x6DFC,0xEDB5,淼,12
0x77F6,0xEDB6,矶,7
0x77F8,0xEDB7,矸,8
0x7800,0xEDB8,砀,8
0x7809,0xEDB9,砉,9
0x7817,0xEDBA,砗,9
0x7818,0xEDBB,砘,9
0x7811,0xEDBC,砑,9
0x65AB,0xEDBD,斫,9
0x782D,0xEDBE,砭,9
0x781C,0xEDBF,砜,9
0x781D,0xEDC0,砝,10
0x7839,0xEDC1,砹,10
0x783A,0xEDC2,砺,10
0x783B,0xEDC3,砻,10
0x781F,0xEDC4,砟,10
0x783C,0xEDC5,砼,10
0x7825,0xEDC6,砥,10
0x782C,0xEDC7,砬,10
0x7823,0xEDC8,砣,10
0x7829,0xEDC9,砩,10
0x784E,0xEDCA,硎,11
0x786D,0xEDCB,硭,11
0x7856,0xEDCC,硖,11
0x7857,0xEDCD,硗,11
0x7826,0xEDCE,砦,11
0x7850,0xEDCF,硐,11
0x7847,0xEDD0,硇,11
0x784C,0xEDD1,硌,11
0x786A,0xEDD2,硪,12
0x789B,0xEDD3,碛,13
0x7893,0xEDD4,碓,13
0x789A,0xEDD5,碚,13
0x7887,0xEDD6,碇,13
0x789C,0xEDD7,碜,13
0x78A1,0xEDD8,碡,14
0x78A3,0xEDD9,碣,14
0x78B2,0xEDDA,碲,14
0x78B9,0xEDDB,碹,14
0x78A5,0xEDDC,碥,14
0x78D4,0xEDDD,磔,15
0x78D9,0xEDDE,磙,15
0x78C9,0xEDDF,磉,15
0x78EC,0xEDE0,磬,16
0x78F2,0xEDE1,磲,16
0x7905,0xEDE2,礅,17
0x78F4,0xEDE3,磴,17
0x7913,0xEDE4,礓,18
0x7924,0xEDE5,礤,19
0x791E,0xEDE6,礞,18
0x7934,0xEDE7,礴,21
0x9F9B,0xEDE8,龛,11
0x9EF9,0xEDE9,黹,12
0x9EFB,0xEDEA,黻,17
0x9EFC,0xEDEB,黼,19
0x76F1,0xEDEC,盱,8
0x7704,0xEDED,眄,9
0x770D,0xEDEE,眍,9
0x76F9,0xEDEF,盹,9
0x7707,0xEDF0,眇,9
0x7708,0xEDF1,眈,9
0x771A,0xEDF2,眚,10
0x7722,0xEDF3,眢,10
0x7719,0xEDF4,眙,10
0x772D,0xEDF5,眭,11
0x7726,0xEDF6,眦,11
0x7735,0xEDF7,眵,11
0x7738,0xEDF8,眸,11
0x7750,0xEDF9,睐,12
0x7751,0xEDFA,睑,12
0x7747,0xEDFB,睇,12
0x7743,0xEDFC,睃,12
0x775A,0xEDFD,睚,13
0x7768,0xEDFE,睨,13
0x7762,0xEEA1,睢,13
0x7765,0xEEA2,睥,13
0x777F,0xEEA3,睿,14
0x778D,0xEEA4,瞍,14
0x777D,0xEEA5,睽,14
0x7780,0xEEA6,瞀,14
0x778C,0xEEA7,瞌,15
0x7791,0xEEA8,瞑,15
0x779F,0xEEA9,瞟,16
0x77A0,0xEEAA,瞠,16
0x77B0,0xEEAB,瞰,16
0x77B5,0xEEAC,瞵,17
0x77BD,0xEEAD,瞽,18
0x753A,0xEEAE,町,7
0x7540,0xEEAF,畀,8
0x754E,0xEEB0,畎,9
0x754B,0xEEB1,畋,9
0x7548,0xEEB2,畈,9
0x755B,0xEEB3,畛,10
0x7572,0xEEB4,畲,12
0x7579,0xEEB5,畹,13
0x7583,0xEEB6,疃,17
0x7F58,0xEEB7,罘,9
0x7F61,0xEEB8,罡,10
0x7F5F,0xEEB9,罟,10
0x8A48,0xEEBA,詈,12
0x7F68,0xEEBB,罨,13
0x7F74,0xEEBC,罴,14
0x7F71,0xEEBD,罱,14
0x7F79,0xEEBE,罹,16
0x7F81,0xEEBF,羁,17
0x7F7E,0xEEC0,罾,17
0x76CD,0xEEC1,盍,10
0x76E5,0xEEC2,盥,16
0x8832,0xEEC3,蠲,23
0x9485,0xEEC4,钅,5
0x9486,0xEEC5,钆,6
0x9487,0xEEC6,钇,6
0x948B,0xEEC7,钋,7
0x948A,0xEEC8,钊,7
0x948C,0xEEC9,钌,7
0x948D,0xEECA,钍,8
0x948F,0xEECB,钏,8
0x9490,0xEECC,钐,8
0x9494,0xEECD,钔,8
0x9497,0xEECE,钗,8
0x9495,0xEECF,钕,8
0x949A,0xEED0,钚,9
0x949B,0xEED1,钛,9
0x949C,0xEED2,钜,9
0x94A3,0xEED3,钣,9
0x94A4,0xEED4,钤,9
0x94AB,0xEED5,钫,9
0x94AA,0xEED6,钪,9
0x94AD,0xEED7,钭,9
0x94AC,0xEED8,钬,9
0x94AF,0xEED9,钯,9
0x94B0,0xEEDA,钰,10
0x94B2,0xEEDB,钲,10
0x94B4,0xEEDC,钴,10
0x94B6,0xEEDD,钶,10
0x94B7,0xEEDE,钷,10
0x94B8,0xEEDF,钸,10
0x94B9,0xEEE0,钹,10
0x94BA,0xEEE1,钺,10
0x94BC,0xEEE2,钼,10
0x94BD,0xEEE3,钽,10
0x94BF,0xEEE4,钿,10
0x94C4,0xEEE5,铄,10
0x94C8,0xEEE6,铈,10
0x94C9,0xEEE7,铉,10
0x94CA,0xEEE8,铊,10
0x94CB,0xEEE9,铋,10
0x94CC,0xEEEA,铌,10
0x94CD,0xEEEB,铍,10
0x94CE,0xEEEC,铎,10
0x94D0,0xEEED,铐,11
0x94D1,0xEEEE,铑,11
0x94D2,0xEEEF,铒,11
0x94D5,0xEEF0,铕,11
0x94D6,0xEEF1,铖,11
0x94D7,0xEEF2,铗,11
0x94D9,0xEEF3,铙,11
0x94D8,0xEEF4,铘,11
0x94DB,0xEEF5,铛,11
0x94DE,0xEEF6,铞,11
0x94DF,0xEEF7,铟,11
0x94E0,0xEEF8,铠,11
0x94E2,0xEEF9,铢,11
0x94E4,0xEEFA,铤,11
0x94E5,0xEEFB,铥,11
0x94E7,0xEEFC,铧,11
0x94E8,0xEEFD,铨,11
0x94EA,0xEEFE,铪,11
0x94E9,0xEFA1,铩,11
0x94EB,0xEFA2,铫,11
0x94EE,0xEFA3,铮,11
0x94EF,0xEFA4,铯,11
0x94F3,0xEFA5,铳,11
0x94F4,0xEFA6,铴,11
0x94F5,0xEFA7,铵,11
0x94F7,0xEFA8,铷,11
0x94F9,0xEFA9,铹,12
0x94FC,0xEFAA,铼,12
0x94FD,0xEFAB,铽,12
0x94FF,0xEFAC,铿,12
0x9503,0xEFAD,锃,12
0x9502,0xEFAE,锂,12
0x9506,0xEFAF,锆,12
0x9507,0xEFB0,锇,12
0x9509,0xEFB1,锉,12
0x950A,0xEFB2,锊,12
0x950D,0xEFB3,锍,12
0x950E,0xEFB4,锎,12
0x950F,0xEFB5,锏,12
0x9512,0xEFB6,锒,12
0x9513,0xEFB7,锓,12
0x9514,0xEFB8,锔,12
0x9515,0xEFB9,锕,12
0x9516,0xEFBA,锖,13
0x9518,0xEFBB,锘,13
0x951B,0xEFBC,锛,13
0x951D,0xEFBD,锝,13
0x951E,0xEFBE,锞,13
0x951F,0xEFBF,锟,13
0x9522,0xEFC0,锢,13
0x952A,0xEFC1,锪,13
0x952B,0xEFC2,锫,13
0x9529,0xEFC3,锩,13
0x952C,0xEFC4,锬,13
0x9531,0xEFC5,锱,13
0x9532,0xEFC6,锲,14
0x9534,0xEFC7,锴,14
0x9536,0xEFC8,锶,14
0x9537,0xEFC9,锷,14
0x9538,0xEFCA,锸,14
0x953C,0xEFCB,锼,14
0x953E,0xEFCC,锾,14
0x953F,0xEFCD,锿,14
0x9542,0xEFCE,镂,14
0x9535,0xEFCF,锵,14
0x9544,0xEFD0,镄,14
0x9545,0xEFD1,镅,14
0x9546,0xEFD2,镆,15
0x9549,0xEFD3,镉,15
0x954C,0xEFD4,镌,15
0x954E,0xEFD5,镎,15
0x954F,0xEFD6,镏,15
0x9552,0xEFD7,镒,15
0x9553,0xEFD8,镓,15
0x9554,0xEFD9,镔,15
0x9556,0xEFDA,镖,16
0x9557,0xEFDB,镗,16
0x9558,0xEFDC,镘,16
0x9559,0xEFDD,镙,16
0x955B,0xEFDE,镛,16
0x955E,0xEFDF,镞,16
0x955F,0xEFE0,镟,16
0x955D,0xEFE1,镝,16
0x9561,0xEFE2,镡,17
0x9562,0xEFE3,镢,17
0x9564,0xEFE4,镤,17
0x9565,0xEFE5,镥,17
0x9566,0xEFE6,镦,17
0x9567,0xEFE7,镧,17
0x9568,0xEFE8,镨,17
0x9569,0xEFE9,镩,17
0x956A,0xEFEA,镪,17
0x956B,0xEFEB,镫,17
0x956C,0xEFEC,镬,18
0x956F,0xEFED,镯,18
0x9571,0xEFEE,镱,18
0x9572,0xEFEF,镲,19
0x9573,0xEFF0,镳,20
0x953A,0xEFF1,锺,14
0x77E7,0xEFF2,矧,9
0x77EC,0xEFF3,矬,12
0x96C9,0xEFF4,雉,13
0x79D5,0xEFF5,秕,9
0x79ED,0xEFF6,秭,9
0x79E3,0xEFF7,秣,10
0x79EB,0xEFF8,秫,10
0x7A06,0xEFF9,稆,11
0x5D47,0xEFFA,嵇,12
0x7A03,0xEFFB,稃,12
0x7A02,0xEFFC,稂,12
0x7A1E,0xEFFD,稞,13
0x7A14,0xEFFE,稔,13
0x7A39,0xF0A1,稹,15
0x7A37,0xF0A2,稷,15
0x7A51,0xF0A3,穑,16
0x9ECF,0xF0A4,黏,17
0x99A5,0xF0A5,馥,18
0x7A70,0xF0A6,穰,22
0x7688,0xF0A7,皈,9
0x768E,0xF0A8,皎,11
0x7693,0xF0A9,皓,12
0x7699,0xF0AA,皙,13
0x76A4,0xF0AB,皤,17
0x74DE,0xF0AC,瓞,10
0x74E0,0xF0AD,瓠,11
0x752C,0xF0AE,甬,7
0x9E20,0xF0AF,鸠,7
0x9E22,0xF0B0,鸢,8
0x9E28,0xF0B1,鸨,9
0x9E29,0xF0B2,鸩,9
0x9E2A,0xF0B3,鸪,10
0x9E2B,0xF0B4,鸫,10
0x9E2C,0xF0B5,鸬,10
0x9E32,0xF0B6,鸲,10
0x9E31,0xF0B7,鸱,10
0x9E36,0xF0B8,鸶,10
0x9E38,0xF0B9,鸸,11
0x9E37,0xF0BA,鸷,11
0x9E39,0xF0BB,鸹,11
0x9E3A,0xF0BC,鸺,11
0x9E3E,0xF0BD,鸾,11
0x9E41,0xF0BE,鹁,12
0x9E42,0xF0BF,鹂,12
0x9E44,0xF0C0,鹄,12
0x9E46,0xF0C1,鹆,12
0x9E47,0xF0C2,鹇,12
0x9E48,0xF0C3,鹈,12
0x9E49,0xF0C4,鹉,13
0x9E4B,0xF0C5,鹋,13
0x9E4C,0xF0C6,鹌,13
0x9E4E,0xF0C7,鹎,13
0x9E51,0xF0C8,鹑,13
0x9E55,0xF0C9,鹕,14
0x9E57,0xF0CA,鹗,14
0x9E5A,0xF0CB,鹚,14
0x9E5B,0xF0CC,鹛,14
0x9E5C,0xF0CD,鹜,14
0x9E5E,0xF0CE,鹞,15
0x9E63,0xF0CF,鹣,15
0x9E66,0xF0D0,鹦,16
0x9E67,0xF0D1,鹧,16
0x9E68,0xF0D2,鹨,16
0x9E69,0xF0D3,鹩,17
0x9E6A,0xF0D4,鹪,17
0x9E6B,0xF0D5,鹫,17
0x9E6C,0xF0D6,鹬,17
0x9E71,0xF0D7,鹱,18
0x9E6D,0xF0D8,鹭,18
0x9E73,0xF0D9,鹳,22
0x7592,0xF0DA,疒,5
0x7594,0xF0DB,疔,7
0x7596,0xF0DC,疖,7
0x75A0,0xF0DD,疠,8
0x759D,0xF0DE,疝,8
0x75AC,0xF0DF,疬,9
0x75A3,0xF0E0,疣,9
0x75B3,0xF0E1,疳,10
0x75B4,0xF0E2,疴,10
0x75B8,0xF0E3,疸,10
0x75C4,0xF0E4,痄,10
0x75B1,0xF0E5,疱,10
0x75B0,0xF0E6,疰,10
0x75C3,0xF0E7,痃,10
0x75C2,0xF0E8,痂,10
0x75D6,0xF0E9,痖,11
0x75CD,0xF0EA,痍,11
0x75E3,0xF0EB,痣,12
0x75E8,0xF0EC,痨,12
0x75E6,0xF0ED,痦,12
0x75E4,0xF0EE,痤,12
0x75EB,0xF0EF,痫,12
0x75E7,0xF0F0,痧,12
0x7603,0xF0F1,瘃,13
0x75F1,0xF0F2,痱,13
0x75FC,0xF0F3,痼,13
0x75FF,0xF0F4,痿,13
0x7610,0xF0F5,瘐,13
0x7600,0xF0F6,瘀,13
0x7605,0xF0F7,瘅,13
0x760C,0xF0F8,瘌,14
0x7617,0xF0F9,瘗,14
0x760A,0xF0FA,瘊,14
0x7625,0xF0FB,瘥,14
0x7618,0xF0FC,瘘,14
0x7615,0xF0FD,瘕,14
0x7619,0xF0FE,瘙,14
0x761B,0xF1A1,瘛,15
0x763C,0xF1A2,瘼,15
0x7622,0xF1A3,瘢,15
0x7620,0xF1A4,瘠,15
0x7640,0xF1A5,癀,16
0x762D,0xF1A6,瘭,16
0x7630,0xF1A7,瘰,16
