unicode,gb2312,Chinese,stroke number,id
0x663E,0xCFD4,显,9,2965
0x9669,0xCFD5,险,9,2966
0x73B0,0xCFD6,现,8,2967
0x732E,0xCFD7,献,13,2968
0x53BF,0xCFD8,县,7,2969
0x817A,0xCFD9,腺,13,2970
0x9985,0xCFDA,馅,11,2971
0x7FA1,0xCFDB,羡,12,2972
0x5BAA,0xCFDC,宪,9,2973
0x9677,0xCFDD,陷,10,2974
0x9650,0xCFDE,限,8,2975
0x7EBF,0xCFDF,线,8,2976
0x76F8,0xCFE0,相,9,2977
0x53A2,0xCFE1,厢,11,2978
0x9576,0xCFE2,镶,22,2979
0x9999,0xCFE3,香,9,2980
0x7BB1,0xCFE4,箱,15,2981
0x8944,0xCFE5,襄,17,2982
0x6E58,0xCFE6,湘,12,2983
0x4E61,0xCFE7,乡,3,2984
0x7FD4,0xCFE8,翔,12,2985
0x7965,0xCFE9,祥,10,2986
0x8BE6,0xCFEA,详,8,2987
0x60F3,0xCFEB,想,13,2988
0x54CD,0xCFEC,响,9,2989
0x4EAB,0xCFED,享,8,2990
0x9879,0xCFEE,项,9,2991
0x5DF7,0xCFEF,巷,9,2992
0x6A61,0xCFF0,橡,15,2993
0x50CF,0xCFF1,像,13,2994
0x5411,0xCFF2,向,6,2995
0x8C61,0xCFF3,象,11,2996
0x8427,0xCFF4,萧,11,2997
0x785D,0xCFF5,硝,12,2998
0x9704,0xCFF6,霄,15,2999
0x524A,0xCFF7,削,9,3000
0x54EE,0xCFF8,哮,10,3001
0x56A3,0xCFF9,嚣,18,3002
0x9500,0xCFFA,销,12,3003
0x6D88,0xCFFB,消,10,3004
0x5BB5,0xCFFC,宵,10,3005
0x6DC6,0xCFFD,淆,11,3006
0x6653,0xCFFE,晓,10,3007
0x5C0F,0xD0A1,小,3,3008
0x5B5D,0xD0A2,孝,7,3009
0x6821,0xD0A3,校,10,3010
0x8096,0xD0A4,肖,7,3011
0x5578,0xD0A5,啸,11,3012
0x7B11,0xD0A6,笑,10,3013
0x6548,0xD0A7,效,10,3014
0x6954,0xD0A8,楔,13,3015
0x4E9B,0xD0A9,些,8,3016
0x6B47,0xD0AA,歇,13,3017
0x874E,0xD0AB,蝎,15,3018
0x978B,0xD0AC,鞋,15,3019
0x534F,0xD0AD,协,6,3020
0x631F,0xD0AE,挟,9,3021
0x643A,0xD0AF,携,13,3022
0x90AA,0xD0B0,邪,6,3023
0x659C,0xD0B1,斜,11,3024
0x80C1,0xD0B2,胁,8,3025
0x8C10,0xD0B3,谐,11,3026
0x5199,0xD0B4,写,5,3027
0x68B0,0xD0B5,械,11,3028
0x5378,0xD0B6,卸,9,3029
0x87F9,0xD0B7,蟹,19,3030
0x61C8,0xD0B8,懈,16,3031
0x6CC4,0xD0B9,泄,8,3032
0x6CFB,0xD0BA,泻,8,3033
0x8C22,0xD0BB,谢,12,3034
0x5C51,0xD0BC,屑,10,3035
0x85AA,0xD0BD,薪,16,3036
0x82AF,0xD0BE,芯,7,3037
0x950C,0xD0BF,锌,12,3038
0x6B23,0xD0C0,欣,8,3039
0x8F9B,0xD0C1,辛,7,3040
0x65B0,0xD0C2,新,13,3041
0x5FFB,0xD0C3,忻,7,3042
0x5FC3,0xD0C4,心,4,3043
0x4FE1,0xD0C5,信,9,3044
0x8845,0xD0C6,衅,11,3045
0x661F,0xD0C7,星,9,3046
0x8165,0xD0C8,腥,13,3047
0x7329,0xD0C9,猩,12,3048
0x60FA,0xD0CA,惺,12,3049
0x5174,0xD0CB,兴,6,3050
0x5211,0xD0CC,刑,6,3051
0x578B,0xD0CD,型,9,3052
0x5F62,0xD0CE,形,7,3053
0x90A2,0xD0CF,邢,6,3054
0x884C,0xD0D0,行,6,3055
0x9192,0xD0D1,醒,16,3056
0x5E78,0xD0D2,幸,8,3057
0x674F,0xD0D3,杏,7,3058
0x6027,0xD0D4,性,8,3059
0x59D3,0xD0D5,姓,8,3060
0x5144,0xD0D6,兄,5,3061
0x51F6,0xD0D7,凶,4,3062
0x80F8,0xD0D8,胸,10,3063
0x5308,0xD0D9,匈,6,3064
0x6C79,0xD0DA,汹,7,3065
0x96C4,0xD0DB,雄,12,3066
0x718A,0xD0DC,熊,14,3067
0x4F11,0xD0DD,休,6,3068
0x4FEE,0xD0DE,修,9,3069
0x7F9E,0xD0DF,羞,10,3070
0x673D,0xD0E0,朽,6,3071
0x55C5,0xD0E1,嗅,13,3072
0x9508,0xD0E2,锈,12,3073
0x79C0,0xD0E3,秀,7,3074
0x8896,0xD0E4,袖,10,3075
0x7EE3,0xD0E5,绣,10,3076
0x589F,0xD0E6,墟,14,3077
0x620C,0xD0E7,戌,6,3078
0x9700,0xD0E8,需,14,3079
0x865A,0xD0E9,虚,11,3080
0x5618,0xD0EA,嘘,14,3081
0x987B,0xD0EB,须,9,3082
0x5F90,0xD0EC,徐,10,3083
